Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1.0,1.0,0.0,0.0,1.0,0.0,1.0,16,929,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,16,591,3,4,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,49,1628,3,3,3,6,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,762,2,3,2,0,4.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,522,2,2,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,35,414,3,5,3,78,73.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,16,746,3,4,3,26,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,867,1,5,1,2,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,991,5,2,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,33,337,1,4,1,47,26.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,46,853,1,4,1,35,24.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,48,650,1,5,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,25,1739,3,5,3,3,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,236,5,5,5,2,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,34,315,5,4,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,1846,3,5,3,45,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,51,588,2,4,2,8,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,937,5,5,5,9,3.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,35,1065,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,646,1,5,1,6,12.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1009,1,3,1,14,26.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,24,189,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,20,438,2,2,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,980,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,252,3,3,3,9,5.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,718,5,3,5,18,2.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,48,1121,5,1,5,16,23.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,45,740,5,3,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,19,599,3,5,3,4,2.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,20,1280,4,5,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,19,631,5,4,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,33,551,2,4,2,3,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,37,302,1,5,1,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,26,1874,4,3,4,10,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,2153,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,8,1340,4,4,4,54,34.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,30,2176,5,5,5,15,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,306,1,4,1,48,52.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,448,2,3,2,53,43.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,35,1119,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,21,102,4,4,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,404,1,5,1,6,11.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,1849,1,4,1,12,34.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,416,1,3,1,0,11.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,38,1012,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1045,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,10,1399,3,3,3,47,40.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,23,223,5,4,5,22,19.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,26,1372,1,3,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,441,2,4,2,22,19.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,358,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,47,548,1,4,1,5,2.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,20,229,5,4,5,0,16.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,181,3,2,3,3,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,369,2,4,2,20,11.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,18,1056,4,1,4,0,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,2640,3,4,3,54,27.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,42,817,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,501,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,369,4,4,4,36,46.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,15,541,2,5,2,7,8.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,266,4,3,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,542,5,3,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,944,3,5,3,0,15.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,22,386,1,4,1,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,1172,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,45,524,3,2,3,31,25.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,30,944,1,4,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,51,508,3,5,3,4,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,28,432,3,4,3,6,39.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,24,530,3,4,3,21,32.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,59,429,3,3,3,19,14.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,41,115,3,1,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,37,836,3,2,3,78,60.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,23,429,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,24,584,1,5,1,2,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,27,1009,3,1,3,0,4.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,35,410,5,1,5,9,4.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,21,1013,2,4,2,17,20.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,44,1844,4,4,4,15,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,44,1409,3,3,3,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,33,2704,5,4,5,40,44.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,35,1034,2,3,2,31,29.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,42,989,2,4,2,4,6.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,95,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,2182,4,3,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,882,4,5,4,23,19.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,965,5,4,5,18,22.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,17,1747,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,566,5,3,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,36,1737,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,34,624,2,1,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,38,305,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,72,244,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,954,5,4,5,20,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,50,528,2,2,2,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,25,1728,3,2,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,20,612,2,5,2,2,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,356,1,3,1,26,9.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,25,600,5,4,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,59,190,5,4,5,55,74.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,63,796,3,3,3,57,62.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,39,872,2,3,2,18,36.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,226,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,2454,5,4,3,3,24.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,337,1,2,1,1,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,51,978,5,5,5,2,20.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,23,429,2,4,2,2,3.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,20,746,5,4,5,16,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,1059,2,5,2,41,60.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,23,558,3,1,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,812,1,5,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,26,1084,2,5,2,3,16.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,28,834,2,3,2,0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,37,125,5,5,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,21,325,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,22,293,5,5,5,12,3.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,43,680,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,30,671,4,3,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,33,562,5,5,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,214,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1325,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,44,783,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,1149,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,36,345,1,4,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,846,5,3,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,26,407,2,5,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,34,373,1,4,1,9,11.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,30,2504,1,3,3,8,20.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,1108,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,18,534,4,2,4,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,35,864,2,4,2,21,7.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,240,2,3,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,438,3,2,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,1491,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,68,192,5,3,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,21,2106,5,5,5,28,32.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,89,2,3,2,0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,102,1,5,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16,677,4,3,4,26,18.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15,299,1,3,1,4,10.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,1141,2,4,2,8,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,42,2465,2,3,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,21,912,4,2,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,517,1,3,1,28,13.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,32,690,3,3,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,23,1068,5,2,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,26,228,1,3,1,0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1035,1,4,1,60,84.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,1386,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,19,402,1,4,1,9,8.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,446,4,4,4,22,22.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,1119,5,3,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,58,399,3,4,3,88,109.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,316,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,162,2,3,2,0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,422,5,3,5,0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,627,4,1,4,10,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,35,522,3,3,3,80,88.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,38,1023,4,3,4,1,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,34,268,1,5,1,0,10.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,19,715,5,4,5,14,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,39,849,4,5,4,13,15.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,35,946,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,130,4,4,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,109,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,486,5,5,5,1,7.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,62,432,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,456,4,4,4,100,84.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,47,854,2,4,2,22,13.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,39,565,4,2,4,12,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,196,5,1,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,41,1306,5,4,5,76,66.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,45,334,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,22,280,5,5,5,22,10.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,2586,3,5,2,2,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,18,671,2,2,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,109,1,3,1,14,10.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,33,551,4,5,4,0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,28,236,3,4,3,9,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,1299,5,4,5,35,21.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1294,3,1,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,2133,2,4,2,0,11.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,719,2,5,2,65,45.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,1258,2,5,2,3,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,40,299,5,4,5,10,9.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,32,946,5,5,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,54,420,2,4,2,12,25.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,35,921,4,4,4,7,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,577,3,3,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,304,3,3,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,37,96,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,23,1109,3,3,3,14,18.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,36,1103,2,3,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,282,1,5,1,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,16,469,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,502,3,4,3,0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,35,867,5,1,5,0,5.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,45,315,5,4,5,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,25,1180,4,3,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,1061,1,4,1,11,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,20,189,2,1,2,1,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,594,4,5,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,753,2,5,2,2,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,488,3,2,3,0,11.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,528,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,1076,3,4,3,9,27.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,40,368,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,589,3,3,3,24,15.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,515,2,4,2,25,40.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,17,212,2,4,2,3,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,54,1262,4,5,4,51,46.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,31,1609,5,3,5,39,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,1055,1,3,1,5,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,870,3,4,3,0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,364,2,2,2,0,14.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,37,391,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,1044,4,5,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,42,696,5,5,5,47,52.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,575,5,2,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,22,599,2,1,2,3,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,20,1062,5,2,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,15,918,4,5,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,41,1846,3,5,3,7,11.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,612,4,2,4,2,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,31,1311,3,1,3,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,36,579,3,3,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,554,3,1,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,38,216,4,5,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,28,584,5,5,2,209,207.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,695,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,50,491,1,4,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,282,5,5,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,40,689,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,109,1,3,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,45,1009,4,2,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,37,802,2,4,2,99,101.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,33,2565,3,3,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,42,343,2,5,2,7,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,40,610,4,4,4,1,5.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,1197,1,4,5,233,274.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,521,5,5,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,528,4,2,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,650,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,20,1164,1,4,1,41,16.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,21,1429,4,3,4,46,24.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,20,67,4,4,4,11,36.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,227,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,846,2,5,2,24,19.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,954,1,5,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1091,2,3,2,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,36,432,2,3,2,96,87.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,646,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,22,782,2,4,2,5,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,1499,1,3,1,0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,34,482,3,4,3,0,4.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,1166,2,3,2,10,2.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,47,867,1,3,1,0,8.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,874,4,4,4,21,40.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,37,689,4,4,4,0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,184,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,883,2,3,2,0,9.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,163,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,1189,4,4,4,1,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1142,4,5,4,6,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,36,529,1,3,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,39,982,2,2,2,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,49,911,1,4,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,432,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,44,143,3,3,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1310,5,3,5,2,13.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,26,1121,2,4,2,21,13.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,35,759,5,1,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,130,3,2,3,32,41.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,28,1013,3,4,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,41,175,5,1,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,38,746,5,4,5,9,5.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,480,1,4,1,0,6.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,21,449,2,3,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,22,1076,5,2,5,16,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,37,544,1,4,1,15,20.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,21,139,4,3,4,23,19.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,31,956,3,2,3,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,11,1721,1,2,1,62,96.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,528,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,36,356,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,42,689,5,5,5,3,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,189,3,4,3,7,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,20,119,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,23,1005,5,5,5,1,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,48,841,5,4,5,121,117.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1158,3,4,3,0,8.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,896,4,4,4,26,17.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,47,386,5,5,5,48,40.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,43,164,4,2,4,25,13.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,36,390,3,4,3,44,43.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,1618,2,1,2,33,18.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,29,761,2,5,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,9,820,1,3,2,156,144.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,338,4,4,4,14,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,42,849,1,5,1,105,95.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,38,859,1,2,1,35,19.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,28,895,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,719,4,2,4,1,9.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,1107,5,3,5,3,8.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1388,2,3,2,13,12.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,113,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,37,332,5,3,5,20,7.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,23,1598,3,3,3,0,13.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,551,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,24,1440,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,861,3,3,3,0,16.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,24,692,3,4,3,2,7.0
